1000 0.000000 0.000000
2000 0.000000 0.002000
3000 0.000000 0.000000
4000 0.000000 0.002000
5000 0.000000 0.002000
6000 0.002000 0.002000
7000 0.002000 0.002000
8000 0.002000 0.002000
9000 0.002000 0.001000
10000 0.002000 0.002000
11000 0.004000 0.002000
12000 0.006000 0.002000
13000 0.006000 0.002000
14000 0.004000 0.002000
15000 0.005000 0.004000
16000 0.008000 0.005000
17000 0.005000 0.008000
18000 0.012000 0.004000
19000 0.006000 0.000000
20000 0.000000 0.017000
